Country,Date,Active cases,Confirmed cases,Recovered cases,Deaths
China,2020-03-13,13569,80945,64196,3180
China,2020-03-14,12124,80977,65660,3193
China,2020-03-15,10783,81003,67017,3203
China,2020-03-16,9906,81033,67910,3217
China,2020-03-17,9030,81058,68798,3230
China,2020-03-18,8106,81102,69755,3241
China,2020-03-19,7372,81156,70535,3249
China,2020-03-20,6731,81250,71266,3253
China,2020-03-21,6189,81305,71857,3259
China,2020-03-22,5799,81435,72362,3274
China,2020-03-23,5410,81498,72814,3274
China,2020-03-24,5030,81591,73280,3281
China,2020-03-25,4603,81661,73773,3285
China,2020-03-26,4310,81782,74181,3291
China,2020-03-27,3881,81897,74720,3296
China,2020-03-28,3600,81999,75100,3299
China,2020-03-29,3236,82122,75582,3304
China,2020-03-30,2967,82198,75923,3308
China,2020-03-31,2764,82279,76206,3309
China,2020-04-01,2640,82361,76405,3316
China,2020-04-02,2545,82432,76565,3322
China,2020-04-03,2425,82511,76760,3326
China,2020-04-04,2267,82543,76946,3330
China,2020-04-05,2062,82602,77207,3333
China,2020-04-06,2020,82665,77310,3335
China,2020-04-07,1973,82718,77410,3335
China,2020-04-08,1905,82809,77567,3337
China,2020-04-09,1865,82883,77679,3339
China,2020-04-10,1810,82941,77791,3340
China,2020-04-11,1794,83014,77877,3343
China,2020-04-12,1835,83134,77956,3343
China,2020-04-13,1829,83213,78039,3345
China,2020-04-14,1761,83306,78200,3345
China,2020-04-15,1699,83356,78311,3346
China,2020-04-16,1656,83403,78401,3346
China,2020-04-17,1572,83760,77552,4636
China,2020-04-18,1537,83787,77614,4636
China,2020-04-19,1479,83805,77690,4636
China,2020-04-20,1436,83817,77745,4636
China,2020-04-21,1418,83853,77799,4636
China,2020-04-22,1371,83868,77861,4636
China,2020-04-23,1265,83884,77983,4636
China,2020-04-24,1154,83899,78109,4636
China,2020-04-25,1098,83909,78175,4636
China,2020-04-26,998,83912,78277,4637
China,2020-04-27,907,83918,78374,4637
China,2020-04-28,881,83940,78422,4637
China,2020-04-29,833,83944,78474,4637
China,2020-04-30,796,83956,78523,4637
China,2020-05-01,749,83959,78573,4637
China,2020-05-02,736,83959,78586,4637
China,2020-05-03,643,83964,78684,4637
China,2020-05-04,537,83966,78792,4637
China,2020-05-05,461,83968,78870,4637
China,2020-05-06,404,83970,78929,4637
China,2020-05-07,361,83975,78977,4637
China,2020-05-08,346,83976,78993,4637
China,2020-05-09,226,83990,79127,4637
China,2020-05-10,206,84010,79167,4637
China,2020-05-11,176,84011,79198,4637
China,2020-05-12,159,84018,79222,4637
China,2020-05-13,141,84024,79246,4637
China,2020-05-14,131,84029,79261,4637
China,2020-05-15,120,84038,79281,4637
China,2020-05-16,113,84044,79293,4638
China,2020-05-17,110,84054,79306,4638
China,2020-05-18,115,84063,79310,4638
China,2020-05-19,115,84063,79310,4638
China,2020-05-20,115,84063,79310,4638
China,2020-05-21,115,84063,79310,4638
China,2020-05-22,111,84081,79332,4638
China,2020-05-23,111,84084,79335,4638
China,2020-05-24,114,84095,79343,4638
China,2020-05-25,112,84102,79352,4638
China,2020-05-26,107,84103,79358,4638
China,2020-05-27,101,84106,79367,4638
China,2020-05-28,97,84106,79371,4638
China,2020-05-29,103,84123,79382,4638
China,2020-05-30,104,84128,79386,4638
China,2020-05-31,119,84146,79389,4638
China,2020-06-01,118,84154,79398,4638
China,2020-06-02,123,84161,79400,4638
China,2020-06-03,118,84160,79404,4638
China,2020-06-04,118,84171,79415,4638
China,2020-06-05,119,84177,79420,4638
China,2020-06-06,124,84186,79424,4638
China,2020-06-07,119,84191,79434,4638
China,2020-06-08,113,84195,79444,4638
China,2020-06-09,109,84198,79451,4638
China,2020-06-10,115,84209,79456,4638
China,2020-06-11,114,84216,79464,4638
China,2020-06-12,118,84228,79472,4638
China,2020-06-13,173,84286,79475,4638
China,2020-06-14,215,84335,79482,4638
China,2020-06-15,251,84378,79489,4638
China,2020-06-16,291,84422,79493,4638
China,2020-06-17,310,84458,79510,4638
China,2020-06-18,341,84494,79515,4638
China,2020-06-19,341,84494,79515,4638
China,2020-06-20,380,84553,79534,4639
China,2020-06-21,398,84572,79535,4639
China,2020-06-22,438,84624,79547,4639
China,2020-06-23,458,84653,79555,4640
China,2020-06-24,471,84673,79562,4640
China,2020-06-25,488,84701,79572,4641
China,2020-06-26,504,84725,79580,4641
China,2020-06-27,511,84743,79591,4641
China,2020-06-28,507,84757,79609,4641
China,2020-06-29,520,84780,79619,4641
China,2020-06-30,512,84785,79632,4641
China,2020-07-01,525,84816,79650,4641
China,2020-07-02,524,84830,79665,4641
China,2020-07-03,517,84838,79680,4641
China,2020-07-04,510,84857,79706,4641
China,2020-07-05,512,84871,79718,4641
China,2020-07-06,523,84889,79725,4641
Denmark,2020-01-22,0,0,0,0
Denmark,2020-01-23,0,0,0,0
Denmark,2020-01-24,0,0,0,0
Denmark,2020-01-25,0,0,0,0
Denmark,2020-01-26,0,0,0,0
Denmark,2020-01-27,0,0,0,0
Denmark,2020-01-28,0,0,0,0
Denmark,2020-01-29,0,0,0,0
Denmark,2020-01-30,0,0,0,0
Denmark,2020-01-31,0,0,0,0
Denmark,2020-02-01,0,0,0,0
Denmark,2020-02-02,0,0,0,0
Denmark,2020-02-03,0,0,0,0
Denmark,2020-02-04,0,0,0,0
Denmark,2020-02-05,0,0,0,0
Denmark,2020-02-06,0,0,0,0
Denmark,2020-02-07,0,0,0,0
Denmark,2020-02-08,0,0,0,0
Denmark,2020-02-09,0,0,0,0
Denmark,2020-02-10,0,0,0,0
Denmark,2020-02-11,0,0,0,0
Denmark,2020-02-12,0,0,0,0
Denmark,2020-02-13,0,0,0,0
Denmark,2020-02-14,0,0,0,0
Denmark,2020-02-15,0,0,0,0
Denmark,2020-02-16,0,0,0,0
Denmark,2020-02-17,0,0,0,0
Denmark,2020-02-18,0,0,0,0
Denmark,2020-02-19,0,0,0,0
Denmark,2020-02-20,0,0,0,0
Denmark,2020-02-21,0,0,0,0
Denmark,2020-02-22,0,0,0,0
Denmark,2020-02-23,0,0,0,0
Denmark,2020-02-24,0,0,0,0
Denmark,2020-02-25,0,0,0,0
Denmark,2020-02-26,0,0,0,0
Denmark,2020-02-27,1,1,0,0
Denmark,2020-02-28,1,1,0,0
Denmark,2020-02-29,3,3,0,0
Denmark,2020-03-01,4,4,0,0
Denmark,2020-03-02,4,4,0,0
Denmark,2020-03-03,6,6,0,0
Denmark,2020-03-04,11,11,0,0
Denmark,2020-03-05,11,11,0,0
Denmark,2020-03-06,23,24,1,0
Denmark,2020-03-07,23,24,1,0
Denmark,2020-03-08,36,37,1,0
Denmark,2020-03-09,91,92,1,0
Denmark,2020-03-10,263,264,1,0
Denmark,2020-03-11,443,444,1,0
Denmark,2020-03-12,616,617,1,0
Denmark,2020-03-13,803,804,1,0
Denmark,2020-03-14,834,836,1,1
Denmark,2020-03-15,872,875,1,2
Denmark,2020-03-16,929,933,1,3
Denmark,2020-03-17,1020,1025,1,4
Denmark,2020-03-18,1111,1116,1,4
Denmark,2020-03-19,1218,1225,1,6
Denmark,2020-03-20,1327,1337,1,9
Denmark,2020-03-21,1406,1420,1,13
Denmark,2020-03-22,1500,1514,1,13
Denmark,2020-03-23,1547,1572,1,24
Denmark,2020-03-24,1650,1718,36,32
Denmark,2020-03-25,1787,1862,41,34
Denmark,2020-03-26,1932,2023,50,41
Denmark,2020-03-27,2091,2200,57,52
Denmark,2020-03-28,2244,2366,57,65
Denmark,2020-03-29,2419,2564,73,72
Denmark,2020-03-30,2605,2755,73,77
Denmark,2020-03-31,2872,3039,77,90
Denmark,2020-04-01,2215,3290,971,104
Denmark,2020-04-02,2278,3573,1172,123
Denmark,2020-04-03,2520,3946,1287,139
Denmark,2020-04-04,2729,4269,1379,161
Denmark,2020-04-05,2953,4561,1429,179
Denmark,2020-04-06,3199,4875,1489,187
Denmark,2020-04-07,3442,5266,1621,203
Denmark,2020-04-08,3616,5597,1763,218
Denmark,2020-04-09,3710,5830,1883,237
Denmark,2020-04-10,3838,6014,1929,247
Denmark,2020-04-11,3820,6191,2111,260
Denmark,2020-04-12,3805,6369,2291,273
Denmark,2020-04-13,3825,6513,2403,285
Denmark,2020-04-14,3718,6706,2689,299
Denmark,2020-04-15,3642,6876,2925,309
Denmark,2020-04-16,3550,7074,3203,321
Denmark,2020-04-17,3361,7268,3571,336
Denmark,2020-04-18,3060,7437,4031,346
Denmark,2020-04-19,2897,7580,4328,355
Denmark,2020-04-20,2848,7711,4499,364
Denmark,2020-04-21,2632,7891,4889,370
Denmark,2020-04-22,2448,8108,5276,384
Denmark,2020-04-23,2304,8271,5573,394
Denmark,2020-04-24,2290,8408,5715,403
Denmark,2020-04-25,2367,8643,5858,418
Denmark,2020-04-26,2357,8773,5994,422
Denmark,2020-04-27,2321,8896,6148,427
Denmark,2020-04-28,2302,9049,6313,434
Denmark,2020-04-29,2205,9206,6558,443
Denmark,2020-04-30,2163,9356,6741,452
Denmark,2020-05-01,2125,9509,6924,460
Denmark,2020-05-02,2046,9605,7084,475
Denmark,2020-05-03,2054,9721,7183,484
Denmark,2020-05-04,2091,9868,7284,493
Denmark,2020-05-05,2024,10019,7492,503
Denmark,2020-05-06,1941,10136,7689,506
Denmark,2020-05-07,1860,10281,7907,514
Denmark,2020-05-08,1769,10416,8125,522
Denmark,2020-05-09,1700,10517,8291,526
Denmark,2020-05-10,1683,10627,8415,529
Denmark,2020-05-11,1652,10711,8526,533
Denmark,2020-05-12,1484,10789,8778,527
Denmark,2020-05-13,1471,10865,8861,533
Denmark,2020-05-14,1371,10911,9003,537
Denmark,2020-05-15,1295,10989,9157,537
Denmark,2020-05-16,1208,11056,9305,543
Denmark,2020-05-17,1153,11125,9425,547
Denmark,2020-05-18,1119,11166,9499,548
Denmark,2020-05-19,1077,11242,9614,551
Denmark,2020-05-20,1027,11315,9734,554
Denmark,2020-05-21,978,11380,9841,561
Denmark,2020-05-22,905,11428,9962,561
Denmark,2020-05-23,892,11487,10034,561
Denmark,2020-05-24,899,11559,10098,562
Denmark,2020-05-25,861,11586,10162,563
Denmark,2020-05-26,822,11627,10242,563
Denmark,2020-05-27,811,11680,10304,565
Denmark,2020-05-28,766,11712,10378,568
Denmark,2020-05-29,787,11793,10438,568
Denmark,2020-05-30,737,11833,10525,571
Denmark,2020-05-31,735,11869,10560,574
Denmark,2020-06-01,713,11899,10610,576
Denmark,2020-06-02,667,11934,10687,580
Denmark,2020-06-03,641,11971,10750,580
Denmark,2020-06-04,609,12011,10820,582
Denmark,2020-06-05,636,12075,10853,586
Denmark,2020-06-06,616,12124,10921,587
Denmark,2020-06-07,604,12148,10955,589
Denmark,2020-06-08,577,12162,10992,593
Denmark,2020-06-09,559,12201,11049,593
Denmark,2020-06-10,519,12216,11104,593
Denmark,2020-06-11,487,12235,11155,593
Denmark,2020-06-12,512,12299,11193,594
Denmark,2020-06-13,507,12339,11235,597
Denmark,2020-06-14,528,12393,11268,597
Denmark,2020-06-15,529,12417,11290,598
Denmark,2020-06-16,527,12450,11325,598
Denmark,2020-06-17,511,12494,11385,598
Denmark,2020-06-18,502,12544,11442,600
Denmark,2020-06-19,509,12591,11482,600
Denmark,2020-06-20,509,12591,11482,600
Denmark,2020-06-21,509,12591,11482,600
Denmark,2020-06-22,578,12727,11547,602
Denmark,2020-06-23,565,12761,11593,603
Denmark,2020-06-24,590,12815,11622,603
Denmark,2020-06-25,573,12836,11660,603
Denmark,2020-06-26,563,12875,11708,604
Denmark,2020-06-27,563,12875,11708,604
Denmark,2020-06-28,563,12875,11708,604
Denmark,2020-06-29,534,12951,11812,605
Denmark,2020-06-30,514,12968,11849,605
Denmark,2020-07-01,495,12994,11893,606
Denmark,2020-07-02,440,13015,11969,606
Denmark,2020-07-03,409,13032,12017,606
Denmark,2020-07-04,409,13032,12017,606
Denmark,2020-07-05,410,13033,12017,606
Denmark,2020-07-06,337,13079,12135,607
Spain,2020-01-22,0,0,0,0
Spain,2020-01-23,0,0,0,0
Spain,2020-01-24,0,0,0,0
Spain,2020-01-25,0,0,0,0
Spain,2020-01-26,0,0,0,0
Spain,2020-01-27,0,0,0,0
Spain,2020-01-28,0,0,0,0
Spain,2020-01-29,0,0,0,0
Spain,2020-01-30,0,0,0,0
Spain,2020-01-31,0,0,0,0
Spain,2020-02-01,1,1,0,0
Spain,2020-02-02,1,1,0,0
Spain,2020-02-03,1,1,0,0
Spain,2020-02-04,1,1,0,0
Spain,2020-02-05,1,1,0,0
Spain,2020-02-06,1,1,0,0
Spain,2020-02-07,1,1,0,0
Spain,2020-02-08,1,1,0,0
Spain,2020-02-09,2,2,0,0
Spain,2020-02-10,2,2,0,0
Spain,2020-02-11,2,2,0,0
Spain,2020-02-12,2,2,0,0
Spain,2020-02-13,2,2,0,0
Spain,2020-02-14,2,2,0,0
Spain,2020-02-15,0,2,2,0
Spain,2020-02-16,0,2,2,0
Spain,2020-02-17,0,2,2,0
Spain,2020-02-18,0,2,2,0
Spain,2020-02-19,0,2,2,0
Spain,2020-02-20,0,2,2,0
Spain,2020-02-21,0,2,2,0
Spain,2020-02-22,0,2,2,0
Spain,2020-02-23,0,2,2,0
Spain,2020-02-24,0,2,2,0
Spain,2020-02-25,4,6,2,0
Spain,2020-02-26,11,13,2,0
Spain,2020-02-27,13,15,2,0
Spain,2020-02-28,30,32,2,0
Spain,2020-02-29,43,45,2,0
Spain,2020-03-01,82,84,2,0
Spain,2020-03-02,118,120,2,0
Spain,2020-03-03,162,165,2,1
Spain,2020-03-04,218,222,2,2
Spain,2020-03-05,254,259,2,3
Spain,2020-03-06,393,400,2,5
Spain,2020-03-07,460,500,30,10
Spain,2020-03-08,626,673,30,17
Spain,2020-03-09,1013,1073,32,28
Spain,2020-03-10,1628,1695,32,35
Spain,2020-03-11,2040,2277,183,54
Spain,2020-03-12,2039,2277,183,55
Spain,2020-03-13,4906,5232,193,133
Spain,2020-03-14,5679,6391,517,195
Spain,2020-03-15,6992,7798,517,289
Spain,2020-03-16,9070,9942,530,342
Spain,2020-03-17,10187,11748,1028,533
Spain,2020-03-18,12206,13910,1081,623
Spain,2020-03-19,16026,17963,1107,830
Spain,2020-03-20,17779,20410,1588,1043
Spain,2020-03-21,21874,25374,2125,1375
Spain,2020-03-22,24421,28768,2575,1772
Spain,2020-03-23,30250,35136,2575,2311
Spain,2020-03-24,33283,39885,3794,2808
Spain,2020-03-25,40501,49515,5367,3647
Spain,2020-03-26,46406,57786,7015,4365
Spain,2020-03-27,51224,65719,9357,5138
Spain,2020-03-28,54968,73235,12285,5982
Spain,2020-03-29,58598,80110,14709,6803
Spain,2020-03-30,63460,87956,16780,7716
Spain,2020-03-31,68200,95923,19259,8464
Spain,2020-04-01,72084,104118,22647,9387
Spain,2020-04-02,74974,112065,26743,10348
Spain,2020-04-03,77488,119199,30513,11198
Spain,2020-04-04,80002,126168,34219,11947
Spain,2020-04-05,80925,131646,38080,12641
Spain,2020-04-06,82897,136675,40437,13341
Spain,2020-04-07,84689,141942,43208,14045
Spain,2020-04-08,85407,148220,48021,14792
Spain,2020-04-09,85610,153222,52165,15447
Spain,2020-04-10,86524,158273,55668,16081
Spain,2020-04-11,87312,163027,59109,16606
Spain,2020-04-12,87231,166831,62391,17209
Spain,2020-04-13,87616,170099,64727,17756
Spain,2020-04-14,86981,172541,67504,18056
Spain,2020-04-15,88083,177644,70853,18708
Spain,2020-04-16,90836,184948,74797,19315
Spain,2020-04-17,96040,190839,74797,20002
Spain,2020-04-18,96886,191726,74797,20043
Spain,2020-04-19,100864,198674,77357,20453
Spain,2020-04-20,98771,200210,80587,20852
Spain,2020-04-21,100382,204178,82514,21282
Spain,2020-04-22,100757,208389,85915,21717
Spain,2020-04-23,101617,213024,89250,22157
Spain,2020-04-24,88111,202990,92355,22524
Spain,2020-04-25,87295,205905,95708,22902
Spain,2020-04-26,86072,207634,98372,23190
Spain,2020-04-27,85069,209465,100875,23521
Spain,2020-04-28,84403,210773,102548,23822
Spain,2020-04-29,79695,212917,108947,24275
Spain,2020-04-30,76842,213435,112050,24543
Spain,2020-05-01,78623,215216,112050,24543
Spain,2020-05-02,74234,216582,117248,25100
Spain,2020-05-03,73300,217466,118902,25264
Spain,2020-05-04,71240,218011,121343,25428
Spain,2020-05-05,70230,219329,123486,25613
Spain,2020-05-06,68466,220325,126002,25857
Spain,2020-05-07,66866,221447,128511,26070
Spain,2020-05-08,65410,222857,131148,26299
Spain,2020-05-09,63148,223578,133952,26478
Spain,2020-05-10,61563,224350,136166,26621
Spain,2020-05-11,63553,227436,137139,26744
Spain,2020-05-12,62130,228030,138980,26920
Spain,2020-05-13,60764,228691,140823,27104
Spain,2020-05-14,58845,229540,143374,27321
Spain,2020-05-15,57941,230183,144783,27459
Spain,2020-05-16,56689,230698,146446,27563
Spain,2020-05-17,56689,230698,146446,27563
Spain,2020-05-18,53521,231606,150376,27709
Spain,2020-05-19,53883,232037,150376,27778
Spain,2020-05-20,54291,232555,150376,27888
Spain,2020-05-21,54721,233037,150376,27940
Spain,2020-05-22,55820,234824,150376,28628
Spain,2020-05-23,56236,235290,150376,28678
Spain,2020-05-24,56644,235772,150376,28752
Spain,2020-05-25,58190,235400,150376,26834
Spain,2020-05-26,58766,236259,150376,27117
Spain,2020-05-27,58766,236259,150376,27117
Spain,2020-05-28,60411,237906,150376,27119
Spain,2020-05-29,61067,238564,150376,27121
Spain,2020-05-30,61727,239228,150376,27125
Spain,2020-05-31,61976,239479,150376,27127
Spain,2020-06-01,62135,239638,150376,27127
Spain,2020-06-02,62429,239932,150376,27127
Spain,2020-06-03,62822,240326,150376,27128
Spain,2020-06-04,63151,240660,150376,27133
Spain,2020-06-05,63468,240978,150376,27134
Spain,2020-06-06,63799,241310,150376,27135
Spain,2020-06-07,64038,241550,150376,27136
Spain,2020-06-08,64205,241717,150376,27136
Spain,2020-06-09,64454,241966,150376,27136
Spain,2020-06-10,64768,242280,150376,27136
Spain,2020-06-11,65195,242707,150376,27136
Spain,2020-06-12,65697,243209,150376,27136
Spain,2020-06-13,66093,243605,150376,27136
Spain,2020-06-14,66416,243928,150376,27136
Spain,2020-06-15,66597,244109,150376,27136
Spain,2020-06-16,66816,244328,150376,27136
Spain,2020-06-17,67171,244683,150376,27136
Spain,2020-06-18,67756,245268,150376,27136
Spain,2020-06-19,66884,245575,150376,28315
Spain,2020-06-20,67240,245938,150376,28322
Spain,2020-06-21,67573,246272,150376,28323
Spain,2020-06-22,67804,246504,150376,28324
Spain,2020-06-23,68051,246752,150376,28325
Spain,2020-06-24,68383,247086,150376,28327
Spain,2020-06-25,68780,247486,150376,28330
Spain,2020-06-26,69191,247905,150376,28338
Spain,2020-06-27,69752,248469,150376,28341
Spain,2020-06-28,70051,248770,150376,28343
Spain,2020-06-29,70248,248970,150376,28346
Spain,2020-06-30,70540,249271,150376,28355
Spain,2020-07-01,70919,249659,150376,28364
Spain,2020-07-02,71359,250103,150376,28368
Spain,2020-07-03,71784,250545,150376,28385
Spain,2020-07-04,71784,250545,150376,28385
Spain,2020-07-05,71784,250545,150376,28385
Spain,2020-07-06,73025,251789,150376,28388
Mali,2020-01-22,0,0,0,0
Mali,2020-01-23,0,0,0,0
Mali,2020-01-24,0,0,0,0
Mali,2020-01-25,0,0,0,0
Mali,2020-01-26,0,0,0,0
Mali,2020-01-27,0,0,0,0
Mali,2020-01-28,0,0,0,0
Mali,2020-01-29,0,0,0,0
Mali,2020-01-30,0,0,0,0
Mali,2020-01-31,0,0,0,0
Mali,2020-02-01,0,0,0,0
Mali,2020-02-02,0,0,0,0
Mali,2020-02-03,0,0,0,0
Mali,2020-02-04,0,0,0,0
Mali,2020-02-05,0,0,0,0
Mali,2020-02-06,0,0,0,0
Mali,2020-02-07,0,0,0,0
Mali,2020-02-08,0,0,0,0
Mali,2020-02-09,0,0,0,0
Mali,2020-02-10,0,0,0,0
Mali,2020-02-11,0,0,0,0
Mali,2020-02-12,0,0,0,0
Mali,2020-02-13,0,0,0,0
Mali,2020-02-14,0,0,0,0
Mali,2020-02-15,0,0,0,0
Mali,2020-02-16,0,0,0,0
Mali,2020-02-17,0,0,0,0
Mali,2020-02-18,0,0,0,0
Mali,2020-02-19,0,0,0,0
Mali,2020-02-20,0,0,0,0
Mali,2020-02-21,0,0,0,0
Mali,2020-02-22,0,0,0,0
Mali,2020-02-23,0,0,0,0
Mali,2020-02-24,0,0,0,0
Mali,2020-02-25,0,0,0,0
Mali,2020-02-26,0,0,0,0
Mali,2020-02-27,0,0,0,0
Mali,2020-02-28,0,0,0,0
Mali,2020-02-29,0,0,0,0
Mali,2020-03-01,0,0,0,0
Mali,2020-03-02,0,0,0,0
Mali,2020-03-03,0,0,0,0
Mali,2020-03-04,0,0,0,0
Mali,2020-03-05,0,0,0,0
Mali,2020-03-06,0,0,0,0
Mali,2020-03-07,0,0,0,0
Mali,2020-03-08,0,0,0,0
Mali,2020-03-09,0,0,0,0
Mali,2020-03-10,0,0,0,0
Mali,2020-03-11,0,0,0,0
Mali,2020-03-12,0,0,0,0
Mali,2020-03-13,0,0,0,0
Mali,2020-03-14,0,0,0,0
Mali,2020-03-15,0,0,0,0
Mali,2020-03-16,0,0,0,0
Mali,2020-03-17,0,0,0,0
Mali,2020-03-18,0,0,0,0
Mali,2020-03-19,0,0,0,0
Mali,2020-03-20,0,0,0,0
Mali,2020-03-21,0,0,0,0
Mali,2020-03-22,0,0,0,0
Mali,2020-03-23,0,0,0,0
Mali,2020-03-24,0,0,0,0
Mali,2020-03-25,2,2,0,0
Mali,2020-03-26,4,4,0,0
Mali,2020-03-27,11,11,0,0
Mali,2020-03-28,18,18,0,0
Mali,2020-03-29,17,18,0,1
Mali,2020-03-30,23,25,0,2
Mali,2020-03-31,26,28,0,2
Mali,2020-04-01,28,31,0,3
Mali,2020-04-02,33,36,0,3
Mali,2020-04-03,36,39,0,3
Mali,2020-04-04,37,41,1,3
Mali,2020-04-05,39,45,1,5
Mali,2020-04-06,33,47,9,5
Mali,2020-04-07,39,56,12,5
Mali,2020-04-08,36,59,16,7
Mali,2020-04-09,45,74,22,7
Mali,2020-04-10,58,87,22,7
Mali,2020-04-11,58,87,22,7
Mali,2020-04-12,74,105,22,9
Mali,2020-04-13,87,123,26,10
Mali,2020-04-14,97,144,34,13
Mali,2020-04-15,101,148,34,13
Mali,2020-04-16,124,171,34,13
Mali,2020-04-17,124,171,34,13
Mali,2020-04-18,162,216,41,13
Mali,2020-04-19,168,224,42,14
Mali,2020-04-20,176,246,56,14
Mali,2020-04-21,187,258,57,14
Mali,2020-04-22,203,293,73,17
Mali,2020-04-23,211,309,77,21
Mali,2020-04-24,217,325,87,21
Mali,2020-04-25,258,370,91,21
Mali,2020-04-26,254,389,112,23
Mali,2020-04-27,272,408,113,23
Mali,2020-04-28,278,424,122,24
Mali,2020-04-29,328,482,129,25
Mali,2020-04-30,329,490,135,26
Mali,2020-05-01,286,508,196,26
Mali,2020-05-02,312,544,206,26
Mali,2020-05-03,323,563,213,27
Mali,2020-05-04,328,580,223,29
Mali,2020-05-05,352,612,228,32
Mali,2020-05-06,338,631,261,32
Mali,2020-05-07,347,650,271,32
Mali,2020-05-08,348,668,285,35
Mali,2020-05-09,357,692,298,37
Mali,2020-05-10,315,704,351,38
Mali,2020-05-11,296,712,377,39
Mali,2020-05-12,292,730,398,40
Mali,2020-05-13,302,758,412,44
Mali,2020-05-14,297,779,436,46
Mali,2020-05-15,305,806,455,46
Mali,2020-05-16,308,835,479,48
Mali,2020-05-17,314,860,494,52
Mali,2020-05-18,310,874,512,52
Mali,2020-05-19,319,901,529,53
Mali,2020-05-20,333,931,543,55
Mali,2020-05-21,329,947,558,60
Mali,2020-05-22,347,969,560,62
Mali,2020-05-23,378,1015,574,63
Mali,2020-05-24,368,1030,597,65
Mali,2020-05-25,388,1059,604,67
Mali,2020-05-26,390,1077,617,70
Mali,2020-05-27,414,1116,632,70
Mali,2020-05-28,470,1194,652,72
Mali,2020-05-29,484,1226,669,73
Mali,2020-05-30,478,1250,696,76
Mali,2020-05-31,472,1265,716,77
Mali,2020-06-01,493,1315,744,78
Mali,2020-06-02,504,1351,769,78
Mali,2020-06-03,519,1386,788,79
Mali,2020-06-04,570,1461,806,85
Mali,2020-06-05,582,1485,816,87
Mali,2020-06-06,588,1523,845,90
Mali,2020-06-07,570,1533,873,90
Mali,2020-06-08,539,1547,916,92
Mali,2020-06-09,561,1586,931,94
Mali,2020-06-10,623,1667,948,96
Mali,2020-06-11,636,1722,989,97
Mali,2020-06-12,628,1752,1023,101
Mali,2020-06-13,614,1776,1058,104
Mali,2020-06-14,617,1809,1088,104
Mali,2020-06-15,631,1860,1125,104
Mali,2020-06-16,636,1885,1145,104
Mali,2020-06-17,615,1890,1168,107
Mali,2020-06-18,607,1906,1192,107
Mali,2020-06-19,598,1923,1217,108
Mali,2020-06-20,569,1933,1255,109
Mali,2020-06-21,569,1933,1255,109
Mali,2020-06-22,584,1961,1266,111
Mali,2020-06-23,565,1978,1302,111
Mali,2020-06-24,539,2005,1354,112
Mali,2020-06-25,543,2039,1383,113
Mali,2020-06-26,560,2060,1387,113
Mali,2020-06-27,607,2118,1398,113
Mali,2020-06-28,601,2147,1432,114
Mali,2020-06-29,611,2173,1447,115
Mali,2020-06-30,591,2181,1474,116
Mali,2020-07-01,603,2202,1483,116
Mali,2020-07-02,641,2260,1502,117
Mali,2020-07-03,661,2285,1507,117
Mali,2020-07-04,669,2303,1516,118
Mali,2020-07-05,684,2330,1527,119
Mali,2020-07-06,665,2331,1547,119
Slovakia,2020-01-22,0,0,0,0
Slovakia,2020-01-23,0,0,0,0
Slovakia,2020-01-24,0,0,0,0
Slovakia,2020-01-25,0,0,0,0
Slovakia,2020-01-26,0,0,0,0
Slovakia,2020-01-27,0,0,0,0
Slovakia,2020-01-28,0,0,0,0
Slovakia,2020-01-29,0,0,0,0
Slovakia,2020-01-30,0,0,0,0
